company_name,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,status,last_funding_year,last_funding_month,founded_year
"Flores, Simon and Brown",Biotech,US,0.0,22903171,3,5,success,14,3,9
"Harris, Bowman and Morales",Gaming,US,1.0,4994851,1,3,fail,9,9,9
"Owen, King and Brooks",SaaS,US,8.0,23932317,2,3,success,10,7,8
Henry-Chapman,E-Commerce,US,5.0,10094475,1,5,success,14,3,10
Kelly Group,HealthTech,US,27.0,33925285,5,9,fail,10,2,1
Poole-Patel,Biotech,Singapore,0.0,7847463,1,3,success,7,6,0
Jones-Meyer,AI,India,2.0,31620723,3,9,success,9,11,7
Robertson-Powell,Gaming,UK,8.0,14721665,2,4,fail,10,2,5
"Oneill, Rose and Hines",E-Commerce,India,1.0,17389330,2,3,fail,11,9,7
Murphy-Davis,E-Commerce,UK,0.0,10763010,3,7,fail,12,4,9
Black and Sons,Biotech,Singapore,2.0,17178278,2,4,fail,11,12,3
"Casey, Smith and Sanchez",AI,India,2.0,23603933,1,2,fail,13,5,6
Howe-Warner,FinTech,US,19.0,30416393,3,6,success,6,6,1
Johnson-Moore,E-Commerce,India,3.0,11497236,3,5,fail,8,4,3
"Deleon, Campbell and Solis",AI,Singapore,9.0,32167035,3,4,success,14,3,8
"Johnson, Maddox and Drake",FinTech,US,10.0,22599218,2,7,fail,14,3,8
Roberts-Green,E-Commerce,India,0.0,15227124,1,5,fail,13,11,7
Thomas-Smith,E-Commerce,US,6.0,15242930,1,5,fail,10,3,6
"Ferguson, Brown and Long",SaaS,US,1.0,16540227,2,9,fail,13,12,6
"Macdonald, Cook and Morris",E-Commerce,Israel,0.0,16235545,1,4,fail,12,2,9
"Moon, Douglas and Cooper",Biotech,US,10.0,28143764,5,2,success,10,4,4
Ward-Williams,HealthTech,US,1.0,15724213,2,2,success,6,5,4
"Park, Carson and Nicholson",AI,US,2.0,32024867,2,5,fail,12,4,6
"Shah, Patterson and Kim",FinTech,Singapore,1.0,16345994,4,3,success,6,11,3
"Kelley, Black and Gordon",Biotech,Canada,2.0,31754210,4,5,success,11,4,5
Smith-Nguyen,SaaS,US,2.0,16648502,1,4,success,2,11,1
"Walsh, Avery and May",AI,Canada,2.0,27430500,3,6,fail,9,1,3
Nguyen-Ramirez,AI,Singapore,12.0,33028651,2,8,fail,3,4,2
Brown LLC,SaaS,US,2.0,13392457,2,6,success,13,9,5
Small-Mcintosh,Biotech,US,0.0,34502394,3,4,fail,12,7,10
Silva-White,Biotech,US,0.0,21241365,1,8,success,13,11,6
"Washington, Floyd and Burke",E-Commerce,Germany,6.0,14346255,1,2,fail,8,9,2
Howard-Walls,Biotech,US,4.0,34462294,3,6,fail,6,1,3
Smith-Lopez,HealthTech,US,5.0,16135896,3,2,fail,9,9,0
Fields Inc,FinTech,US,1.0,17315532,3,5,fail,12,11,7
Ramsey-Conway,SaaS,Canada,3.0,11492753,1,3,fail,13,1,11
Richardson PLC,Gaming,Israel,5.0,10198318,1,2,success,7,3,6
"Welch, Hebert and Lewis",SaaS,India,0.0,21534627,3,2,fail,12,6,10
Cole-Adams,AI,UK,4.0,26866320,5,5,success,10,11,2
Johnson-Simmons,AI,UK,10.0,39564205,5,6,fail,4,3,3
Turner Inc,EdTech,Germany,6.0,7125922,5,2,fail,8,8,2
"Smith, Gutierrez and Gilmore",E-Commerce,India,5.0,14798825,4,1,success,14,3,12
"Matthews, Hanson and Miller",SaaS,India,7.0,23927151,2,5,fail,7,2,0
Powell PLC,EdTech,UK,0.0,10542497,1,4,fail,11,7,7
Clark Inc,EdTech,Germany,1.0,6320729,1,2,fail,11,1,6
Richards and Sons,AI,US,0.0,22970855,3,3,fail,10,5,3
Jones Group,Gaming,US,0.0,9924407,4,4,fail,4,6,0
"Francis, Wiggins and Mcdaniel",HealthTech,US,3.0,30811339,2,6,fail,13,12,11
Jones-Henderson,E-Commerce,India,1.0,15729102,1,6,fail,14,3,11
Valenzuela-Romero,SaaS,US,5.0,16251327,2,5,fail,14,3,10
Mcclain-Andrews,E-Commerce,India,5.0,31990519,6,6,success,5,9,3
Russell-Lopez,Gaming,India,5.0,12938816,1,7,fail,13,11,8
Barrett LLC,E-Commerce,Canada,4.0,14205018,1,2,fail,3,6,2
Deleon-Dougherty,E-Commerce,US,3.0,13339267,4,1,fail,11,9,10
Stevens Group,E-Commerce,India,2.0,6452417,1,4,fail,13,1,12
Jordan Inc,E-Commerce,India,12.0,22928090,3,7,fail,6,5,5
Mathis-Green,AI,US,0.0,14905762,2,5,success,14,3,7
Thomas Inc,E-Commerce,India,0.0,13105670,2,2,fail,7,10,2
Cherry Inc,E-Commerce,Canada,3.0,14663504,1,3,success,12,12,12
Gonzalez Inc,EdTech,US,2.0,1565800,2,3,fail,13,5,5
Howell-Bennett,FinTech,Israel,2.0,15329264,1,3,success,6,1,3
Meyers-Day,Gaming,Israel,30.0,16934232,2,2,success,0,8,0
Mooney LLC,SaaS,UK,7.0,25773258,2,9,fail,10,12,2
"Miller, Collins and Dougherty",HealthTech,Germany,10.0,14763202,1,5,fail,13,8,4
"Leach, Peterson and Jenkins",EdTech,UK,2.0,11725568,1,5,fail,12,12,12
Watts LLC,E-Commerce,India,1.0,33117994,4,3,fail,8,2,4
White Ltd,HealthTech,Singapore,7.0,20030723,4,7,success,14,3,11
West-Moreno,E-Commerce,US,8.0,20144721,6,4,success,4,2,3
Khan and Sons,E-Commerce,US,3.0,8722010,2,6,success,11,5,10
Gonzalez-Newton,EdTech,US,11.0,9578668,1,2,fail,11,8,6
Johnson PLC,AI,UK,17.0,35446599,4,6,success,14,3,9
Collier PLC,AI,US,3.0,25625276,2,6,fail,11,11,11
Harvey Group,SaaS,Israel,1.0,17579646,2,5,fail,12,4,10
Thornton Inc,SaaS,India,3.0,16510264,2,5,fail,7,7,0
"Adams, Cooke and Barnes",AI,Canada,22.0,33270677,6,8,success,14,3,10
Harrison Ltd,SaaS,US,3.0,16342684,1,4,fail,14,3,12
Lopez LLC,E-Commerce,US,4.0,13546601,2,8,fail,11,2,2
Willis-Alexander,Gaming,US,5.0,16351411,6,7,fail,7,11,5
Smith Inc,AI,US,3.0,15755947,1,5,fail,14,3,12
Ward Ltd,SaaS,India,4.0,17319176,3,2,success,14,3,8
"Blake, Powell and Ramirez",AI,Singapore,1.0,28865326,4,3,success,11,1,8
Randall Inc,HealthTech,US,9.0,27574380,2,4,success,6,4,3
"Owens, Butler and Chen",AI,UK,3.0,30081276,4,5,success,7,10,6
"Rice, House and Holland",E-Commerce,India,8.0,12781447,1,3,fail,10,3,10
Griffin-Yates,EdTech,US,1.0,8079970,1,3,fail,14,3,9
"Miles, Dennis and Ross",AI,India,0.0,32255534,3,3,success,12,2,11
"Jones, Lyons and Ford",SaaS,US,9.0,19721118,2,6,success,2,2,1
Faulkner LLC,EdTech,Israel,2.0,4106207,2,3,fail,7,6,1
"Brown, Bell and Long",EdTech,Germany,0.0,8502443,2,5,success,14,3,8
"Taylor, Richmond and Petersen",HealthTech,US,0.0,9605370,1,6,success,12,4,7
Lane-Smith,Biotech,UK,3.0,35564230,5,4,success,14,3,10
Johnson and Sons,SaaS,US,0.0,23478469,2,6,fail,14,3,8
Ruiz-Allen,SaaS,Germany,4.0,22778879,3,3,success,2,4,1
"Roberts, Willis and Moore",E-Commerce,Canada,6.0,8701211,2,5,fail,10,3,3
Moran and Sons,AI,Canada,3.0,28272331,4,6,fail,14,3,10
"Patel, Davis and Swanson",FinTech,US,11.0,26619320,1,5,success,14,3,8
Pineda-Hill,AI,US,0.0,20217669,1,2,fail,14,3,12
Hoover-Munoz,FinTech,India,3.0,17954873,1,4,success,6,4,4
Curtis Inc,AI,Singapore,0.0,10384904,5,1,fail,9,1,4
Johnson-Warren,AI,Israel,10.0,29543967,3,5,fail,14,3,11
West PLC,E-Commerce,US,13.0,24437585,2,5,fail,14,3,9
"Greene, Long and West",AI,Germany,2.0,17460311,3,5,fail,8,6,2
Bailey-Taylor,Gaming,Israel,1.0,7265711,2,5,fail,2,8,2
"Baldwin, Walsh and Martinez",FinTech,US,1.0,22703166,1,5,fail,7,7,3
"Day, Jones and Williams",SaaS,Canada,3.0,13870823,4,5,fail,14,3,10
Fuentes-Fowler,HealthTech,US,5.0,16528494,3,4,fail,8,1,3
"Torres, Winters and Fowler",FinTech,US,10.0,31461958,4,10,success,9,1,2
Baker Inc,HealthTech,US,0.0,6354690,1,1,fail,8,9,1
Stone PLC,SaaS,India,3.0,17427882,5,3,fail,10,8,4
Collins-Clark,E-Commerce,Canada,5.0,22451151,1,10,success,14,3,7
Graham-Newman,Gaming,India,11.0,16235221,1,4,fail,14,3,10
"Flowers, Parker and Crawford",AI,US,2.0,27769407,7,5,fail,14,3,8
Cruz Group,FinTech,US,1.0,21186048,2,7,fail,14,3,11
Haley Inc,EdTech,India,12.0,13685118,2,6,fail,8,6,5
"David, Parker and Phelps",FinTech,India,0.0,17200873,2,2,success,8,9,2
Flores Ltd,HealthTech,US,3.0,24091410,4,4,success,14,3,7
"Wade, Pitts and Campbell",E-Commerce,Germany,0.0,16929524,3,6,fail,11,11,3
Hernandez-Alvarado,SaaS,Israel,3.0,7231166,2,3,success,14,3,12
Howard-Perez,Biotech,India,6.0,33849873,2,3,fail,3,8,2
Gonzales-Villanueva,E-Commerce,Germany,2.0,12646854,1,3,fail,13,10,9
Ellis-Ellis,HealthTech,UK,7.0,24913853,4,6,success,10,11,8
Walker-Fischer,SaaS,UK,22.0,31229490,3,6,fail,12,6,7
Martin LLC,EdTech,Germany,7.0,9979473,1,4,fail,7,1,2
Schroeder PLC,HealthTech,US,9.0,25028585,2,3,success,14,3,8
Howard and Sons,E-Commerce,India,14.0,23860090,3,4,fail,12,8,10
Baldwin LLC,FinTech,Canada,8.0,21235231,1,8,fail,7,2,2
"Chen, Abbott and Hernandez",E-Commerce,US,19.0,20239208,2,4,fail,14,3,10
Kelly-Williams,HealthTech,Israel,6.0,25283171,8,5,success,7,12,7
Mitchell LLC,AI,UK,5.0,33503104,4,5,success,11,4,6
Benson-Owens,Biotech,India,5.0,32922960,2,4,success,13,6,5
Gonzales PLC,FinTech,UK,11.0,19461579,2,3,fail,8,10,3
Grimes-Scott,AI,India,5.0,21856903,3,5,fail,3,5,0
Duncan-Jones,AI,Canada,7.0,50298445,3,9,fail,14,3,12
Rodriguez-Zimmerman,Gaming,India,3.0,11571335,1,3,success,14,3,9
Parker LLC,AI,Israel,12.0,36312342,2,6,fail,14,3,8
Caldwell-Tate,AI,India,2.0,24361716,3,5,fail,13,3,9
Carlson LLC,AI,UK,0.0,22246133,2,8,fail,10,5,7
"White, Anthony and Allen",HealthTech,Singapore,8.0,23316151,3,5,fail,6,3,0
"Taylor, Norton and Kelley",FinTech,US,2.0,21068978,1,6,fail,7,2,2
Doyle-Manning,E-Commerce,Germany,1.0,10393060,2,9,fail,7,11,6
"Patterson, Simpson and Davis",FinTech,US,3.0,20023697,4,3,fail,13,9,6
Vance and Sons,AI,Canada,0.0,22761910,2,8,fail,12,11,6
Hill-Rangel,E-Commerce,India,0.0,14908652,1,5,fail,5,4,2
Thomas-Warren,AI,Singapore,4.0,33871002,4,5,success,5,3,0
"Dickerson, Stewart and Watson",FinTech,Israel,10.0,22450518,2,2,fail,8,4,1
Cannon LLC,Biotech,US,2.0,30253004,8,8,success,8,6,2
Dunlap Group,Gaming,US,4.0,14463922,2,2,success,14,3,12
Tate-Fischer,HealthTech,UK,8.0,29040784,3,3,fail,10,10,5
Leonard-Smith,E-Commerce,India,2.0,14786479,1,4,fail,11,10,8
Williams-Fletcher,AI,US,5.0,16647753,1,5,fail,8,4,1
Graham LLC,FinTech,US,2.0,15550884,4,1,fail,14,3,11
"Rodriguez, Contreras and Bradshaw",E-Commerce,India,5.0,13792532,2,3,fail,10,12,10
Flowers Group,HealthTech,US,1.0,12924288,4,4,fail,12,11,12
"Bartlett, Gilbert and Hall",Gaming,Canada,0.0,15117437,2,2,fail,14,3,12
Cooper Ltd,AI,Canada,3.0,13257109,4,3,fail,11,4,2
"White, Mcmahon and Jordan",AI,US,1.0,23377015,1,4,fail,9,6,1
Bowers PLC,Biotech,US,4.0,34072343,3,7,fail,11,7,9
Wells-Smith,Biotech,India,2.0,28697942,2,6,fail,12,2,6
"Lyons, Elliott and Robinson",Biotech,Singapore,1.0,40971780,7,6,success,14,3,9
Cortez-Ortega,FinTech,US,1.0,10540062,1,5,success,8,8,4
Walsh LLC,EdTech,US,7.0,6784581,6,4,success,7,3,4
Bennett PLC,AI,UK,1.0,32155376,4,5,fail,14,3,11
Acosta-Freeman,FinTech,UK,7.0,26677418,3,6,fail,14,3,10
Sanders Inc,FinTech,US,3.0,24079110,2,4,fail,11,9,7
"Salas, Johnson and Davis",Gaming,India,0.0,12204333,1,6,fail,13,9,5
"Armstrong, Reyes and Aguilar",Gaming,UK,3.0,9150964,1,5,fail,14,3,9
Schwartz Ltd,E-Commerce,India,11.0,19849637,2,6,success,14,3,12
"Walsh, Jones and Peterson",Gaming,UK,4.0,12857651,2,3,fail,13,9,9
Cummings Group,AI,Canada,1.0,32975016,7,10,success,11,10,3
Strickland PLC,SaaS,UK,6.0,22464876,5,5,success,9,2,8
Gonzales Group,E-Commerce,UK,8.0,12690508,3,1,fail,11,11,10
"Miller, Cobb and Ali",FinTech,Canada,2.0,15978540,2,2,fail,14,3,6
"Roberts, Bass and Williams",E-Commerce,Israel,4.0,14270590,1,2,fail,6,1,1
"Cummings, Holt and Wilson",E-Commerce,US,1.0,9599035,2,5,fail,0,9,0
Harding-Walker,AI,US,0.0,20200667,2,9,success,11,10,4
Coleman-Robinson,FinTech,Canada,2.0,32236958,2,4,fail,13,9,10
"Rivera, Bennett and Gray",Biotech,US,6.0,29687055,3,2,success,8,8,4
Francis PLC,HealthTech,Israel,3.0,12833480,1,3,success,12,11,5
"Yu, Lee and Adams",HealthTech,US,2.0,16718618,2,2,fail,8,2,3
Morales-Moore,AI,Israel,2.0,24491910,3,8,success,5,12,4
"Berry, Davis and Elliott",AI,India,3.0,21999224,2,4,success,12,8,8
"Orr, Thomas and Meadows",E-Commerce,Germany,1.0,12367654,1,2,success,10,3,3
"Chambers, Welch and White",SaaS,US,4.0,12681125,8,5,fail,10,6,3
Green Ltd,AI,Singapore,0.0,36975690,3,3,success,14,3,10
"Lewis, Hickman and Yu",AI,US,3.0,27049121,5,5,success,14,3,8
Graham-Braun,EdTech,US,0.0,10266179,3,5,success,14,3,12
Davis-Martin,FinTech,US,5.0,28232407,4,6,success,0,11,0
"Cohen, Green and Diaz",E-Commerce,Singapore,2.0,25242163,2,6,fail,9,7,6
Sullivan Ltd,Gaming,India,7.0,13132407,4,4,fail,8,10,4
Gibson and Sons,FinTech,UK,8.0,38967738,7,5,success,13,4,7
Lowery-Scott,Gaming,Israel,5.0,12004505,2,1,fail,14,3,8
Hunter Inc,E-Commerce,UK,1.0,12615293,6,5,fail,11,3,3
Ramirez-Norris,E-Commerce,India,3.0,12416801,1,4,success,14,3,11
Norman-Mills,Biotech,Germany,13.0,49604939,4,10,fail,10,5,10
Peterson and Sons,HealthTech,Germany,0.0,18090518,2,6,fail,10,12,8
"Wolfe, Hall and Williams",FinTech,US,1.0,15825107,1,4,fail,6,8,0
"Howell, Collier and Mcdonald",Gaming,US,0.0,11186211,2,7,fail,9,3,8
Miller-Moore,AI,US,12.0,36824926,3,4,success,14,3,12
Singh-Cherry,AI,India,1.0,18525916,5,4,success,9,7,4
Lee-Wyatt,EdTech,Singapore,3.0,9313099,2,2,success,9,10,8
Thomas LLC,HealthTech,US,2.0,22450399,2,4,fail,6,10,3
Kelley and Sons,Gaming,US,2.0,11413418,2,5,fail,9,9,9
"Morton, Clark and Kennedy",Gaming,UK,9.0,13724411,1,7,fail,9,4,7
Howard-Smith,Biotech,Singapore,0.0,13167554,4,1,fail,9,8,6
"Rodriguez, Chambers and Robinson",Gaming,US,0.0,5730658,4,4,fail,3,7,2
Cervantes Inc,AI,India,23.0,57805159,7,8,success,8,4,4
"Johnson, Perez and Taylor",E-Commerce,US,6.0,12132153,2,6,fail,6,8,1
Davis-Lane,SaaS,US,8.0,23601891,5,3,success,3,2,2
Clark PLC,EdTech,UK,4.0,9061415,1,2,fail,9,5,7
Watson Inc,AI,Canada,2.0,25646538,5,6,fail,8,6,3
"Edwards, Reeves and Marks",FinTech,Germany,4.0,23166746,3,8,success,2,11,1
Nguyen Group,Gaming,India,0.0,10458716,1,5,fail,5,5,2
Mason Group,E-Commerce,Israel,7.0,17908339,2,5,fail,11,4,3
Bauer Group,E-Commerce,US,3.0,16322212,1,6,fail,14,3,11
Sims-Parsons,AI,Germany,15.0,42700792,3,8,fail,14,3,10
Henderson-Myers,EdTech,India,5.0,12037118,2,3,fail,14,3,10
Bradley LLC,HealthTech,Israel,0.0,11197147,4,4,fail,8,11,4
Boyd-Hudson,SaaS,Canada,3.0,14589771,2,4,fail,14,3,10
Simpson Group,E-Commerce,Israel,0.0,12985360,1,5,success,12,12,9
Stone and Sons,HealthTech,US,6.0,20590186,3,5,fail,9,1,6
Ramirez-Shah,E-Commerce,UK,3.0,8527991,1,1,fail,12,1,9
Collier-Davis,EdTech,Germany,2.0,15960174,2,4,fail,4,5,3
"Williams, Shaffer and Robinson",Biotech,Germany,17.0,38401741,3,5,success,9,12,3
Gates-Crawford,SaaS,India,14.0,24882507,3,3,fail,9,12,7
Gross Group,Biotech,US,15.0,29492665,2,3,fail,3,10,3
"Martinez, Smith and Norris",FinTech,US,1.0,22391006,8,5,fail,14,3,11
Thompson-Hernandez,FinTech,US,6.0,32992287,6,6,success,13,6,12
"Chang, Lee and Burton",E-Commerce,Canada,4.0,19316519,2,3,fail,13,4,5
Figueroa-Edwards,SaaS,US,1.0,11453011,6,7,fail,14,3,6
King-Harper,EdTech,Singapore,8.0,14236385,3,11,fail,14,3,8
Cook Ltd,Biotech,US,10.0,25854587,1,3,success,4,11,1
Reyes-Johnson,E-Commerce,India,6.0,22101768,5,5,fail,12,8,4
Johnson PLC,AI,US,1.0,25674175,2,4,fail,13,3,10
"Adams, Edwards and Ross",AI,Israel,1.0,30263743,4,5,success,8,9,7
"Chambers, Adams and King",HealthTech,Germany,4.0,16656488,4,3,fail,14,3,6
"Hernandez, Chavez and Wise",AI,US,3.0,26037508,3,6,fail,13,6,9
"Richmond, Sanders and Simpson",E-Commerce,UK,5.0,16830796,2,8,fail,14,3,11
Calhoun and Sons,E-Commerce,US,0.0,9858539,1,2,fail,12,6,7
"Ho, Stuart and Rogers",E-Commerce,US,0.0,9843452,2,2,fail,6,4,4
Hurley-Jenkins,FinTech,US,2.0,27692021,4,4,success,9,8,4
Adams-Richardson,E-Commerce,Israel,4.0,16950071,2,2,success,11,1,8
Leblanc-Petersen,FinTech,UK,2.0,25353445,1,5,fail,14,3,6
Myers-Wilson,E-Commerce,US,5.0,16137387,2,3,success,14,3,11
Miller-Wright,E-Commerce,US,7.0,19927755,2,3,fail,2,10,0
Casey LLC,E-Commerce,US,1.0,15144465,1,3,success,8,2,7
Clark-Sampson,FinTech,US,12.0,33463172,2,6,fail,13,4,7
Bradley-Galvan,AI,India,7.0,17250423,2,3,fail,8,8,7
"Day, Smith and Little",EdTech,US,3.0,8736624,1,2,success,7,2,3
Morris PLC,AI,Germany,11.0,27100904,3,5,fail,14,3,10
"Marshall, Burnett and Scott",E-Commerce,India,1.0,13261259,2,8,fail,12,5,6
Hayden-Miller,E-Commerce,US,2.0,19770564,2,4,fail,12,9,4
Branch LLC,AI,Singapore,0.0,11444471,1,5,success,14,3,11
Martinez-Hood,SaaS,US,3.0,18754795,2,2,fail,8,1,1
Becker-Campos,E-Commerce,US,3.0,15456034,1,3,fail,12,6,10
Stevens-Smith,EdTech,US,4.0,10852617,2,5,fail,14,3,9
"Roberts, Miller and Padilla",E-Commerce,US,0.0,16647575,4,4,success,10,4,5
"Williams, Burns and Robinson",E-Commerce,US,0.0,17544284,5,7,fail,12,1,6
Sparks Group,SaaS,US,2.0,20128442,5,5,success,14,3,9
"Gomez, Ramos and Rivera",HealthTech,Israel,1.0,13458055,4,4,fail,9,1,2
Knapp and Sons,E-Commerce,Germany,7.0,17215341,4,1,fail,12,11,12
Barr Inc,HealthTech,UK,5.0,11276454,4,4,fail,8,2,0
Knox Group,HealthTech,India,0.0,23299594,2,4,fail,10,4,6
Gilbert Inc,AI,US,1.0,37540911,6,5,success,6,7,1
"Perez, Brown and Novak",SaaS,US,5.0,19030665,3,7,fail,6,2,5
Hernandez Inc,SaaS,US,23.0,29735242,3,8,fail,14,3,8
"Frey, Short and Campbell",E-Commerce,India,1.0,12985648,1,3,success,13,4,8
"Holmes, Watts and Ramirez",Biotech,US,8.0,36669312,6,4,fail,11,2,5
"Vaughn, Warren and Barron",AI,US,10.0,30893981,2,6,fail,14,3,10
Hinton Group,E-Commerce,US,0.0,11690946,1,6,fail,12,12,7
Harris-Obrien,SaaS,US,12.0,27957349,4,5,success,12,2,4
Washington-Nguyen,EdTech,US,3.0,8659560,1,3,success,2,9,0
Mann-Evans,EdTech,US,16.0,12843180,8,9,fail,14,3,12
Fleming-Blake,E-Commerce,US,1.0,14209935,1,2,success,10,5,4
"Cox, Mccann and Martin",Gaming,US,18.0,18696456,4,3,success,13,8,10
Mata-Brown,AI,US,1.0,26087758,2,5,fail,4,3,0
Wilson Inc,E-Commerce,US,10.0,10777955,1,3,fail,10,9,6
Quinn Group,SaaS,US,5.0,14112242,4,4,fail,0,10,0
Hernandez-Moore,AI,US,17.0,28894571,1,6,fail,14,3,12
"Castro, Gonzalez and Wiggins",FinTech,US,1.0,10332012,6,5,fail,8,9,4
Roach-Jackson,E-Commerce,US,2.0,8702786,2,4,success,8,9,2
"Craig, Williamson and Reyes",EdTech,Singapore,5.0,6202976,2,3,fail,14,3,7
Jordan Ltd,FinTech,Canada,18.0,34801048,2,5,fail,13,12,6
Hart-Bailey,EdTech,US,1.0,7800526,2,3,fail,9,6,4
Beard-Fitzgerald,E-Commerce,UK,3.0,12768113,1,5,success,14,3,7
"Sanders, Gutierrez and Hobbs",FinTech,US,3.0,24397896,1,5,fail,7,8,6
"Logan, Carlson and Gonzalez",E-Commerce,US,1.0,6521383,3,4,success,11,12,10
Mcmahon-Peck,HealthTech,Germany,8.0,15619833,1,3,fail,14,3,12
Allen Inc,E-Commerce,US,0.0,16369403,7,2,fail,9,5,4
Daniels-Barton,E-Commerce,India,6.0,14635100,1,4,fail,9,1,6
"Garcia, Griffin and Smith",EdTech,UK,3.0,8923639,2,6,success,6,6,0
"Adams, Thomas and Clayton",SaaS,India,1.0,15213339,2,2,fail,7,12,7
Lin-Schmidt,AI,Singapore,3.0,25100226,2,2,success,8,10,6
Williams LLC,FinTech,Canada,8.0,26122534,4,5,fail,6,5,4
"Dixon, Mcclure and Brown",Biotech,Germany,2.0,42076675,4,5,fail,10,9,4
Gomez LLC,EdTech,US,0.0,10941546,4,4,fail,14,3,8
"Johnson, Hansen and Larsen",FinTech,US,0.0,22899180,5,5,fail,14,3,12
"Wright, Adkins and Gross",SaaS,Germany,3.0,10877780,1,4,fail,5,12,0
Garcia PLC,HealthTech,Singapore,2.0,11094713,2,5,fail,8,1,3
Williams-Johnson,AI,India,13.0,32803967,2,9,fail,4,1,1
"Johnson, Brown and Green",E-Commerce,Singapore,4.0,16898816,3,1,fail,14,1,5
"Harris, Carter and Lee",E-Commerce,US,2.0,13814805,1,6,fail,14,3,12
Adams and Sons,Gaming,US,4.0,10800090,1,2,success,1,2,0
"Williams, Lara and Moore",E-Commerce,US,3.0,10987798,2,4,fail,14,3,12
Rodriguez-Stein,FinTech,India,11.0,19993059,8,3,fail,14,3,11
"Guzman, Campbell and Miller",Biotech,Canada,3.0,20965344,1,4,fail,6,9,1
"James, Williams and Gomez",EdTech,Israel,4.0,8483575,1,4,fail,11,12,7
Johnson-Gomez,E-Commerce,India,4.0,14569656,4,2,success,1,12,1
Gonzalez-Harris,FinTech,India,7.0,26381452,4,4,fail,8,1,5
"Oneal, Conley and Golden",SaaS,Canada,13.0,22052256,2,6,fail,14,3,8
Morris and Sons,FinTech,US,2.0,5977966,8,4,fail,14,3,9
"Gordon, Mcdonald and Marquez",FinTech,Germany,2.0,17798221,3,2,success,14,3,11
"Cisneros, Duncan and Johnston",AI,US,3.0,27799192,2,5,fail,1,11,0
"Ferguson, Cardenas and Herrera",E-Commerce,US,11.0,23266201,2,4,fail,14,3,8
Cain Inc,FinTech,India,19.0,28603272,2,5,fail,14,3,10
"Lyons, Nelson and Garza",E-Commerce,Israel,17.0,15569233,2,2,fail,3,7,0
Huffman-Cunningham,FinTech,India,1.0,16085153,1,2,success,14,3,12
Ramos Ltd,HealthTech,UK,3.0,15075624,4,3,fail,11,12,11
Dillon-Lopez,FinTech,Germany,1.0,17861384,2,3,fail,8,8,8
Graves LLC,HealthTech,US,2.0,10947695,1,5,fail,14,1,11
Cox PLC,E-Commerce,India,0.0,10881208,3,4,success,5,10,2
Murphy Group,E-Commerce,US,2.0,11191733,4,5,success,14,3,11
Hughes Ltd,AI,US,2.0,31360584,2,4,fail,4,9,0
"Martinez, Weber and Mclean",FinTech,US,1.0,14630423,1,7,success,5,11,3
Armstrong-Mason,E-Commerce,US,1.0,22223315,2,5,success,7,12,0
Hicks Ltd,HealthTech,US,6.0,20895519,2,5,fail,9,9,8
Patterson-Meadows,AI,US,1.0,36303498,3,7,fail,10,2,6
"Barnes, Diaz and Ibarra",EdTech,UK,6.0,10537780,1,3,success,8,1,5
"Fowler, Williams and Rush",AI,India,2.0,6917394,2,6,success,6,4,2
Rogers LLC,E-Commerce,UK,8.0,15442814,3,4,success,12,8,6
"Patterson, Smith and Bush",FinTech,US,0.0,17258725,1,3,fail,14,3,8
Moore PLC,SaaS,Germany,0.0,9476389,1,3,fail,10,12,2
Mccoy-Chavez,E-Commerce,US,5.0,15574433,2,3,success,1,7,1
"Fischer, Benton and Little",EdTech,India,12.0,17068689,4,1,fail,13,4,11
Powell-Sharp,AI,US,0.0,15526239,3,3,success,14,3,10
"Walsh, Johnson and Lane",EdTech,India,0.0,9314688,2,1,fail,14,3,11
Buchanan-Rodriguez,Gaming,US,13.0,16385781,2,3,success,14,3,10
Medina LLC,Gaming,Canada,0.0,9107679,3,4,fail,7,7,1
Washington LLC,AI,Israel,1.0,22424952,2,4,fail,6,1,2
Stevens Inc,AI,Germany,13.0,34621306,3,6,fail,14,3,9
"Herring, Brooks and Willis",HealthTech,US,8.0,11893128,2,2,fail,14,3,8
"Barnes, Lawrence and Taylor",Biotech,US,2.0,23196921,2,4,success,10,11,6
Perez and Sons,E-Commerce,Israel,15.0,23370226,3,4,success,14,3,12
Larson Inc,FinTech,India,4.0,16665932,1,4,fail,7,8,7
"Wood, Barnes and Smith",E-Commerce,Singapore,0.0,12908703,1,1,success,11,7,5
Willis-Johnson,FinTech,US,6.0,22640983,3,6,fail,14,3,11
Jones LLC,AI,Israel,4.0,24576619,3,7,success,14,3,8
"Alvarado, Rodriguez and Ibarra",E-Commerce,UK,25.0,27348340,3,3,fail,12,3,7
Lewis-Wilson,FinTech,US,3.0,18832910,2,6,success,14,3,5
Gonzalez-Mason,Biotech,India,5.0,40933187,3,5,fail,14,3,12
Johnson PLC,SaaS,Israel,1.0,7482730,3,3,fail,8,7,1
Simpson-Thompson,E-Commerce,US,3.0,16247772,4,1,fail,7,9,5
"Smith, Ramirez and Caldwell",SaaS,US,5.0,17226938,5,4,success,7,2,1
Ortiz-Velazquez,AI,Canada,9.0,30522047,4,6,success,10,7,5
Hill LLC,HealthTech,India,10.0,17929756,2,6,fail,12,10,10
Burke and Sons,FinTech,Canada,4.0,19299501,2,3,fail,13,8,11
