company_name,founded_on,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,last_funding_date,status
"Walker, Mueller and Johnson",2013-04-03,,India,3.0,16971646,2,3,2018-02-04,fail
Simmons and Sons,2020-05-25,SaaS,India,1.0,15103300,1,6,2023-06-09,fail
Gonzalez-Juarez,2021-09-29,SaaS,India,2.0,18724978,3,3,2025-03-31,fail
"Wiggins, Mendez and Howard",2021-07-14,AI,US,12.0,40912609,3,7,2025-03-31,fail
Adams and Sons,2017-07-06,SaaS,Germany,1.0,10511937,1,1,2025-03-31,fail
Le Group,2016-06-11,,Israel,,24572623,3,3,2020-02-06,fail
Coleman-Moore,2010-03-15,E-Commerce,US,5.0,15993307,5,2,2015-04-04,fail
Dudley-Green,2017-03-07,SaaS,US,2.0,11947644,3,5,2022-01-09,fail
Williams LLC,2018-08-13,HealthTech,India,8.0,18792941,2,5,2025-03-31,fail
"Adams, Lewis and Hayes",2013-08-20,SaaS,UK,0.0,12429311,5,2,2018-11-11,fail
"Smith, Oliver and Bowman",2016-02-04,SaaS,India,7.0,27446943,1,3,2023-01-03,success
"Harrison, Williams and Long",2021-08-03,EdTech,India,0.0,6126453,1,2,2025-03-31,success
Williams and Sons,2019-02-17,E-Commerce,India,10.0,15343203,3,3,2024-07-17,success
"Clarke, Graham and Rice",2012-08-24,FinTech,US,1.0,26992999,2,7,,fail
"Figueroa, Moore and Ray",2022-09-09,FinTech,Israel,9.0,21926994,1,6,2025-03-31,fail
Howard and Sons,2015-10-26,E-Commerce,US,2.0,15943652,1,2,2024-08-28,success
"Johnson, Rodriguez and Arias",2014-06-28,HealthTech,India,0.0,14650612,1,6,2023-12-17,fail
Clark-Smith,2011-01-24,AI,US,2.0,45283184,4,7,2014-08-28,success
Mcintosh-Phillips,2013-01-30,EdTech,Israel,,11167587,1,2,2019-04-14,fail
Smith Inc,2013-05-11,EdTech,Israel,,11482213,6,3,2022-06-15,success
Sandoval and Sons,2021-12-01,FinTech,US,13.0,33485924,3,5,2022-12-01,fail
"Brown, Jones and Carter",2022-07-05,HealthTech,UK,7.0,18215953,2,2,2025-03-31,fail
Garza-Barnes,2012-05-17,FinTech,UK,2.0,27605236,8,4,2015-11-02,fail
Chen Ltd,2016-03-08,AI,US,0.0,26325391,7,3,2023-09-20,success
Meza and Sons,2021-05-19,E-Commerce,Israel,1.0,11241176,1,4,2025-03-31,success
Reeves-Austin,2022-08-10,AI,India,1.0,19678351,2,3,2025-03-31,fail
"Sullivan, Giles and Warner",2019-10-17,AI,Germany,4.0,23094463,2,5,2025-03-11,success
"Walker, Carlson and Oneill",2021-06-28,FinTech,UK,10.0,38444139,2,4,2025-03-31,fail
Cowan LLC,2015-03-02,HealthTech,US,,23047541,3,7,2020-06-12,success
"Jackson, Thornton and Brown",2011-04-24,E-Commerce,Singapore,8.0,16547320,5,5,,fail
Callahan-Hart,2014-04-08,SaaS,India,3.0,10672090,4,4,2023-10-04,success
"Harvey, Robinson and Pierce",2022-11-10,Gaming,Israel,4.0,14545965,2,3,2025-03-31,fail
Allen Inc,2016-08-12,AI,Canada,0.0,23670505,1,5,2024-11-24,fail
"Glenn, Washington and Brown",2018-08-19,EdTech,Canada,1.0,7820163,1,2,2025-03-31,success
Bailey Inc,2015-09-03,EdTech,Germany,2.0,9776335,2,4,2017-06-25,fail
Rivera Inc,2021-06-26,Gaming,US,1.0,8910855,2,2,2025-03-31,success
Smith-Yang,2017-01-30,AI,US,1.0,28744666,2,2,2019-08-01,fail
"Walker, Whitehead and Moore",2012-03-24,AI,Canada,24.0,24750119,3,4,2016-06-21,success
Murray-Boyd,2020-01-26,AI,India,5.0,24812027,6,4,2022-11-14,fail
Nelson LLC,2022-10-31,FinTech,India,0.0,24361704,2,8,2023-12-24,fail
Williams Ltd,2016-09-30,E-Commerce,US,,16857350,3,2,2018-01-11,success
"Villanueva, Davis and Nunez",2022-06-13,HealthTech,Germany,19.0,34365609,8,5,2025-03-31,fail
Oconnor Group,2021-02-04,E-Commerce,US,3.0,9572155,2,1,2025-03-31,fail
Kim-Gray,2010-07-04,FinTech,US,19.0,30414795,3,5,2012-02-02,success
Morales-Stewart,2011-09-10,HealthTech,India,0.0,24968734,4,6,2016-12-03,fail
Arnold-Leblanc,2017-12-18,FinTech,Israel,4.0,11282918,4,3,2024-12-29,fail
Jensen-Phelps,2010-04-01,E-Commerce,US,4.0,10924698,8,3,2018-06-21,fail
Jones LLC,2013-12-07,Biotech,India,12.0,34773107,3,12,2021-06-22,success
Bruce LLC,2019-10-22,EdTech,US,2.0,9057341,4,6,2022-04-12,fail
"Rhodes, Roberts and Dawson",2011-08-08,SaaS,US,0.0,12330615,1,3,2018-03-19,success
"Andrade, Rangel and Jimenez",2010-06-23,HealthTech,UK,2.0,12256041,1,4,2018-08-14,fail
"Martinez, Perez and Sullivan",2021-08-12,E-Commerce,Singapore,4.0,19478723,2,3,2024-05-23,fail
Smith and Sons,2020-03-17,Gaming,India,0.0,7816252,4,2,2025-03-31,success
Diaz-Martin,2014-04-16,EdTech,US,1.0,5510250,2,3,2018-09-01,fail
Mckinney-Nicholson,2019-09-04,EdTech,US,,10455703,2,3,2025-03-31,fail
Decker Inc,2010-12-06,AI,India,9.0,33547212,3,6,2020-11-25,fail
Arnold-Cook,2017-04-21,FinTech,India,14.0,32527879,2,9,2018-12-15,fail
Morales and Sons,2012-04-11,Biotech,UK,,38891042,3,4,2022-01-02,success
Ball-Newman,2011-12-08,FinTech,Canada,1.0,21747722,8,5,2013-01-30,success
Patterson PLC,2016-11-07,SaaS,US,4.0,21194136,2,8,2019-09-27,fail
Perkins PLC,2014-03-28,AI,India,3.0,21344689,5,5,2022-11-30,fail
Becker and Sons,2011-01-10,AI,US,1.0,23795764,2,4,2012-01-30,success
"Smith, Ramos and Ruiz",2019-04-07,SaaS,US,0.0,4452669,1,3,2025-03-31,fail
Becker-Vasquez,2020-05-19,Biotech,Germany,4.0,41487774,2,7,2024-12-13,fail
"Trevino, Richardson and Holloway",2010-06-20,Gaming,India,6.0,13903056,4,6,2012-01-04,fail
"Oliver, Bowman and Sanders",2013-11-20,FinTech,US,15.0,31901132,3,6,2019-11-09,success
"Hall, Nelson and Moore",2020-01-24,HealthTech,India,0.0,9796358,1,2,2023-01-10,success
Brown-Ball,2013-05-29,Biotech,UK,6.0,38149702,2,6,2021-01-05,success
Carpenter PLC,2013-12-12,HealthTech,Singapore,21.0,24579707,6,5,2019-05-11,success
Clark and Sons,2016-03-22,E-Commerce,India,19.0,30109829,2,4,2021-12-30,fail
Rodriguez Ltd,2012-03-11,HealthTech,US,1.0,10807528,1,4,,fail
Scott PLC,2022-06-14,E-Commerce,Singapore,0.0,10841822,1,3,2025-03-31,fail
Johnson LLC,2012-02-03,Gaming,Singapore,5.0,19749955,4,3,2020-03-08,fail
Allen-Garcia,2016-07-09,EdTech,India,0.0,5547026,2,2,,fail
"Schroeder, Bryant and Jennings",2019-03-17,EdTech,Israel,0.0,7513112,5,3,2025-03-31,fail
Hunt PLC,2013-11-23,EdTech,India,0.0,6344549,4,1,2020-05-09,fail
Conley-Graham,2013-09-04,Gaming,US,9.0,8069608,1,3,2017-08-21,success
Koch-Martin,2020-11-07,SaaS,US,1.0,9630429,2,7,2021-12-12,fail
Martin PLC,2014-03-06,EdTech,Israel,4.0,8895690,1,3,2022-06-16,fail
Ellis LLC,2011-01-16,Biotech,UK,10.0,51999154,4,10,2012-05-29,fail
"Brock, James and Reynolds",2015-11-04,SaaS,Canada,10.0,17865941,1,8,2020-11-13,fail
"Wright, Garrett and Brown",2014-03-02,E-Commerce,Israel,5.0,19721950,1,2,2022-01-26,fail
Campbell Inc,2010-12-16,FinTech,UK,7.0,29884600,2,7,,success
"Reese, Hardin and Simpson",2021-10-23,E-Commerce,UK,0.0,7974691,6,1,2023-05-31,success
Jones PLC,2015-05-20,AI,India,1.0,22364469,3,3,2022-12-23,fail
Estes-Galloway,2021-07-27,FinTech,Canada,1.0,24083755,1,6,2025-03-31,fail
Whitney Ltd,2013-11-07,AI,US,21.0,48868517,4,6,2018-08-27,success
Barnes-Phillips,2019-12-04,SaaS,Germany,3.0,11172509,4,4,,fail
Bailey LLC,2015-03-19,Gaming,US,1.0,13837477,1,3,,success
"Padilla, Sandoval and Long",2017-05-02,AI,US,2.0,35287569,3,5,2018-08-08,success
Kidd-Villanueva,2022-08-03,HealthTech,India,2.0,17995832,3,3,2025-03-31,fail
"Benitez, Parker and Hunt",2010-04-26,E-Commerce,US,2.0,11639979,1,3,2017-03-01,fail
Rios-Miller,2017-08-12,E-Commerce,Canada,5.0,17914425,2,4,2025-03-09,fail
Thomas-Kirk,2014-08-01,HealthTech,India,2.0,12153030,1,7,2016-08-31,fail
Robinson-Choi,2012-06-28,EdTech,US,0.0,12180433,1,3,2016-05-16,success
Herrera-Hernandez,2012-05-12,HealthTech,US,0.0,16214603,3,4,2015-08-23,success
"Huang, Barry and Dixon",2021-02-02,E-Commerce,Germany,10.0,17532202,2,4,2022-11-29,success
Henderson-Moore,2013-11-24,E-Commerce,US,3.0,14920096,2,6,2021-05-11,fail
Burton Group,2010-10-25,FinTech,US,11.0,28789864,2,6,2016-07-04,fail
Morales-Rogers,2011-07-15,FinTech,US,6.0,14939504,3,2,2013-01-07,fail
Reed-Adams,2021-04-10,FinTech,India,2.0,21728991,6,6,2025-03-31,success
Dickson-Parker,2010-11-14,HealthTech,US,2.0,11304568,6,7,2020-08-13,fail
Gibson-Patterson,2022-02-18,E-Commerce,Canada,8.0,15776305,3,2,2025-03-31,fail
Hernandez Inc,2014-05-08,AI,India,4.0,15284780,1,3,2022-06-09,fail
Moore-Meyer,2020-10-02,FinTech,Germany,3.0,10859349,4,6,2025-03-31,fail
Oconnor LLC,2012-07-12,AI,India,14.0,42479921,3,11,2020-09-25,success
"Ortiz, Nelson and Fernandez",2010-08-28,,US,14.0,43991006,3,7,2013-05-16,fail
Daniels-Davis,2014-05-29,EdTech,UK,0.0,8869615,1,4,2021-02-20,fail
Golden and Sons,2017-10-13,E-Commerce,UK,7.0,19176560,2,3,2025-02-14,success
Carrillo-Davis,2013-10-06,E-Commerce,US,0.0,12758892,2,2,2020-01-18,fail
Berg-Cummings,2014-04-23,AI,India,5.0,32768941,2,5,2021-10-09,fail
"Henson, Hinton and Davidson",2011-01-11,AI,India,0.0,23685281,3,4,2014-12-18,fail
"Baker, Walter and Rose",2017-01-27,SaaS,Germany,1.0,16951382,8,7,2020-05-05,fail
Williams-Spencer,2017-12-05,AI,Singapore,0.0,16546363,1,3,2021-09-27,fail
Hensley PLC,2012-09-09,SaaS,US,2.0,17857643,3,3,2019-07-28,fail
Wheeler LLC,2015-07-30,AI,Singapore,6.0,12427624,1,4,2018-04-26,success
Brewer Group,2010-03-19,E-Commerce,India,3.0,17729343,2,5,2015-08-27,fail
"Martinez, Lee and Nash",2015-05-29,Biotech,Germany,0.0,30538968,8,4,2022-07-12,success
Welch and Sons,2014-04-24,EdTech,US,1.0,10307802,1,5,2023-11-13,fail
Russell Inc,2012-02-06,Gaming,Canada,1.0,6757047,2,2,,fail
Strickland-Cox,2011-03-28,EdTech,Israel,3.0,8162451,5,1,2014-12-21,fail
Williams-Patton,2020-09-11,FinTech,India,5.0,24127359,3,2,2025-03-31,fail
Sanchez-Jennings,2015-12-25,FinTech,Germany,0.0,8467962,3,5,2025-03-31,fail
"Barnett, Mooney and Hernandez",2017-10-22,HealthTech,US,7.0,17106876,5,4,2025-03-31,fail
Baird Ltd,2020-03-17,SaaS,US,6.0,9993010,1,3,2025-03-31,success
Wagner-Vazquez,2017-06-24,SaaS,US,14.0,27188584,5,5,2021-09-01,success
Henderson-White,2017-01-31,E-Commerce,India,0.0,11537348,1,2,2024-02-03,fail
"Garcia, Jones and Kelley",2022-09-28,SaaS,US,8.0,16686844,1,2,2025-03-31,fail
Miller LLC,2013-11-26,HealthTech,US,0.0,14611185,1,3,2016-11-07,fail
Patterson Inc,2016-08-14,Gaming,US,3.0,19643515,3,3,2025-03-31,fail
"Maldonado, Perez and Evans",2011-11-08,Gaming,US,11.0,21078366,8,4,2019-09-12,fail
Owens and Sons,2015-07-04,SaaS,India,1.0,20243942,6,4,2024-01-10,success
"Allen, Kelly and Wells",2021-10-05,EdTech,US,1.0,4970586,1,1,2025-03-31,fail
Campbell Inc,2020-08-18,SaaS,US,2.0,14443821,1,4,2024-08-11,success
Miller-Hill,2017-11-27,HealthTech,US,0.0,19435052,4,7,2020-03-27,success
"Hughes, Stanton and Todd",2022-12-12,HealthTech,US,3.0,16871480,1,4,2025-03-31,fail
"Smith, Thomas and Willis",2016-03-30,SaaS,Israel,2.0,17402743,2,4,2024-09-03,fail
Green-Davis,2017-03-06,AI,US,3.0,36425608,4,5,2019-01-04,success
"Allen, Hopkins and Stanley",2020-02-03,AI,US,6.0,27890210,6,6,2024-01-02,success
"Brooks, Peters and Wilson",2021-12-07,Biotech,US,10.0,41049908,6,7,2024-07-17,fail
Norris-Jacobs,2016-05-08,AI,India,,36788887,2,8,2019-02-09,fail
"Riley, Beard and Rodriguez",2013-12-01,FinTech,US,2.0,22837472,1,5,2017-05-15,fail
"Bradshaw, Knight and Garcia",2021-02-25,FinTech,UK,3.0,18400276,2,4,2025-03-31,success
Harper Group,2013-04-24,SaaS,US,3.0,15030111,8,1,2017-03-22,fail
Ward-Washington,2015-06-05,HealthTech,India,2.0,15969670,1,3,2016-12-01,fail
Klein-Moore,2014-08-04,SaaS,India,1.0,14020279,2,5,2015-11-30,fail
"Wells, Good and Leonard",2017-09-22,E-Commerce,India,3.0,4529875,1,4,2025-03-31,success
"Garcia, Moore and Hall",2019-12-04,SaaS,Singapore,2.0,17870090,1,3,2024-06-05,fail
Rodriguez-Swanson,2018-08-21,E-Commerce,India,1.0,12606024,2,3,2025-03-31,fail
Carroll LLC,2022-02-05,E-Commerce,Germany,4.0,12548882,1,4,2025-03-31,fail
"Jones, Smith and Henry",2013-12-27,AI,US,5.0,22944685,2,4,2022-08-20,success
Singleton-Robinson,2022-04-24,FinTech,India,3.0,21483434,1,5,2025-03-31,fail
Ayers-Franklin,2011-05-05,E-Commerce,Singapore,2.0,9761679,1,2,2013-03-23,success
Armstrong Ltd,2019-10-24,E-Commerce,Germany,,15662590,8,2,2025-03-31,fail
Price Inc,2012-12-04,AI,US,7.0,37078114,4,6,2019-07-10,success
"Holt, Thompson and Lyons",2018-04-15,SaaS,US,9.0,17142441,2,3,2025-03-31,fail
"Foley, Stokes and Peterson",2017-09-25,E-Commerce,US,7.0,12671770,2,1,2022-07-13,fail
"Pugh, Delgado and Schneider",2021-11-27,E-Commerce,UK,4.0,17892632,1,3,2024-04-27,fail
"Sanders, Barnett and Gonzalez",2020-06-15,FinTech,Singapore,0.0,23601075,2,3,2024-03-07,fail
Thornton Group,2013-11-18,Biotech,India,,29033900,2,5,2018-09-30,fail
"Sparks, Wilson and Scott",2018-10-14,E-Commerce,US,1.0,7122500,1,4,2024-07-15,fail
Ibarra-Thomas,2019-11-07,FinTech,Israel,17.0,24890384,2,8,2025-03-31,fail
"Foster, Kane and Kemp",2015-10-04,E-Commerce,India,2.0,10584041,2,3,2020-01-16,fail
"Johnson, Suarez and Powell",2017-06-26,AI,India,0.0,30889820,2,4,2025-03-31,success
"Gomez, Murray and Bryant",2011-02-03,SaaS,US,4.0,15498789,1,1,2018-08-11,fail
Reid-Ingram,2019-09-13,FinTech,Singapore,1.0,18838585,2,2,2025-03-31,fail
Ward LLC,2014-07-14,E-Commerce,US,0.0,8309407,1,4,2024-03-08,fail
Ramirez and Sons,2015-01-07,EdTech,US,0.0,8406035,1,2,2023-08-15,fail
Arellano-Hill,2016-05-31,E-Commerce,Canada,2.0,8026946,6,2,2018-06-28,success
"Jensen, Potts and Herman",2015-04-29,FinTech,Germany,4.0,22302003,3,5,2018-11-15,fail
Gay-Johnson,2015-04-09,FinTech,Canada,0.0,14365816,1,4,2020-09-23,fail
Wolf-Gomez,2012-01-31,SaaS,Canada,,22060831,3,6,2017-01-15,fail
Smith Group,2018-09-25,SaaS,US,0.0,15359441,1,2,2025-03-31,success
"Dennis, Howell and Nelson",2015-05-19,FinTech,Germany,4.0,18270101,2,2,2017-08-10,fail
Marsh-Gonzalez,2019-11-15,SaaS,Israel,0.0,11198773,1,5,2021-09-29,fail
Kelly-Martinez,2018-09-16,EdTech,Canada,2.0,10830376,1,4,2020-10-29,fail
Lee-Kelly,2018-09-29,HealthTech,UK,17.0,23075758,4,4,2023-01-10,fail
Esparza and Sons,2010-02-08,Biotech,US,6.0,35829238,3,7,2012-07-18,success
"Smith, Lynch and Haney",2013-08-14,AI,US,13.0,33644788,2,5,2017-07-28,fail
Oconnor-Beck,2022-02-16,SaaS,India,3.0,15123198,3,4,2025-03-31,fail
Solis-Murphy,2017-08-20,E-Commerce,US,0.0,12143514,1,4,2022-08-24,fail
"Castillo, Howell and Campbell",2018-08-18,EdTech,UK,4.0,9458031,1,5,2025-03-31,fail
Watkins-Walker,2022-01-22,AI,US,0.0,31116320,4,5,2025-03-31,success
Barber-Wright,2020-02-13,HealthTech,US,2.0,17735398,1,7,2024-03-20,success
White Ltd,2014-07-17,FinTech,India,7.0,24728431,6,3,2016-03-23,success
Hill Inc,2022-03-05,EdTech,Germany,1.0,7999823,1,3,2025-03-31,success
Wilson LLC,2022-05-26,Biotech,UK,5.0,42749628,5,6,2025-03-31,fail
Rojas-Bennett,2017-04-26,Gaming,US,3.0,13742544,4,5,2021-09-06,fail
Mccoy LLC,2010-02-12,AI,US,0.0,18339024,4,4,2012-08-04,success
Wheeler Ltd,2017-06-01,E-Commerce,UK,2.0,4486077,1,7,2024-04-01,fail
Anderson LLC,2010-01-12,AI,US,6.0,40533295,3,5,2019-02-25,fail
Mcintyre-Jones,2018-12-14,EdTech,India,0.0,8636612,3,3,2025-03-31,fail
Moore-Williams,2012-05-20,Gaming,US,6.0,8600651,1,4,2017-09-17,fail
Greene PLC,2011-01-11,EdTech,India,15.0,11040816,3,5,2020-07-10,fail
"Sparks, Rice and Rowe",2014-03-03,SaaS,US,4.0,18971151,3,1,2017-02-20,fail
"Harris, Taylor and Carr",2011-12-19,EdTech,US,1.0,7130019,2,1,2018-12-06,success
Walls LLC,2018-04-24,,India,20.0,31260828,2,7,2020-09-10,success
Coleman Ltd,2017-10-24,FinTech,India,9.0,31086590,7,7,2023-08-28,fail
"Moss, Knight and Griffin",2011-09-28,SaaS,US,0.0,18217558,2,4,2016-05-04,fail
Sanchez-Le,2013-06-07,AI,India,15.0,39211617,2,5,2020-08-08,success
Smith Group,2021-01-29,SaaS,India,,28094800,2,5,2025-03-31,fail
"Mendez, Perez and Rose",2013-01-18,E-Commerce,Canada,15.0,21442316,1,3,2020-01-20,fail
Howard-Martin,2018-08-25,AI,US,0.0,26215082,2,8,2022-09-03,fail
"Hill, Fisher and Collins",2014-05-01,E-Commerce,US,1.0,16545770,1,5,2019-11-18,fail
English and Sons,2020-03-10,Gaming,US,9.0,17886977,1,3,2024-08-11,fail
Reynolds-Scott,2012-08-28,E-Commerce,US,2.0,6056193,1,1,2020-12-18,success
Shelton-Smith,2021-06-03,FinTech,India,0.0,11037600,4,4,2022-08-11,success
"Burns, Tucker and Weber",2022-03-01,Gaming,Germany,0.0,17873733,2,5,2025-03-31,fail
"Perez, Wilson and Molina",2016-01-07,HealthTech,US,1.0,17468685,2,3,2019-07-20,fail
Sloan-Green,2016-01-02,AI,India,4.0,27157114,3,7,2020-02-20,fail
Smith PLC,2013-03-08,HealthTech,US,30.0,17935805,4,1,2018-03-03,success
Nichols-Parks,2018-08-18,Biotech,US,0.0,27271732,2,6,2025-03-31,fail
"Ramirez, Scott and Murray",2011-12-05,E-Commerce,India,0.0,16478172,4,5,2020-05-17,fail
Smith and Sons,2015-10-05,FinTech,US,0.0,22034489,3,4,2022-07-03,fail
Scott PLC,2011-03-22,AI,Canada,0.0,19529774,1,5,2019-08-03,fail
Sanchez Group,2010-07-18,Biotech,US,3.0,27136790,5,4,2018-11-30,success
"Hanna, Murphy and Ortiz",2014-12-12,E-Commerce,UK,8.0,15285906,1,3,2023-06-29,fail
"Richardson, Jackson and Butler",2015-01-26,E-Commerce,UK,,14456422,1,6,2019-01-12,fail
Wheeler Group,2016-03-07,E-Commerce,UK,,11167393,2,2,2017-06-17,success
Smith-Bullock,2013-09-09,EdTech,Israel,1.0,7764297,5,6,2021-07-14,fail
Lee LLC,2013-03-23,EdTech,UK,1.0,6534242,3,3,2015-12-13,fail
"Callahan, Wilson and Mann",2018-11-27,EdTech,UK,2.0,10937631,1,7,2025-03-31,fail
Bennett-Pace,2010-02-21,SaaS,India,1.0,21266059,5,2,2019-03-13,fail
"Boyd, Rubio and Davis",2021-01-11,EdTech,US,1.0,4864389,2,5,2025-03-31,success
Sims PLC,2021-05-08,FinTech,UK,2.0,17188969,1,4,2025-03-31,success
Martin-Booth,2021-09-18,AI,India,8.0,22812875,8,5,2025-03-31,success
Jones-Skinner,2016-01-19,Gaming,US,4.0,11216544,3,3,2024-12-08,fail
"Price, Meyers and Green",2011-08-04,EdTech,India,0.0,9210835,1,1,2017-04-22,fail
"Bradford, Alvarado and Reed",2015-02-19,Gaming,UK,0.0,9119193,1,1,2021-03-23,fail
Lewis PLC,2017-07-06,Biotech,Germany,9.0,37252926,5,5,2020-08-23,fail
Andrews Inc,2015-10-21,SaaS,US,7.0,22551899,4,3,2024-07-22,fail
"Shaw, Evans and Bryant",2021-07-18,FinTech,Canada,1.0,15896437,2,3,2025-03-31,success
"Klein, James and Nguyen",2012-09-06,AI,India,1.0,16942201,1,4,2021-12-28,fail
"Powell, Wright and Mcdowell",2013-05-14,SaaS,India,1.0,19373261,5,4,2018-12-15,fail
"Miller, Hale and Frank",2013-12-01,FinTech,UK,1.0,16963298,3,6,2019-05-03,success
Kerr-Richardson,2017-03-26,AI,Germany,,27179335,2,4,2018-04-08,success
Hoffman Ltd,2014-05-06,AI,US,,35835262,7,4,2019-07-13,success
Sanchez LLC,2017-04-20,SaaS,US,8.0,22230408,5,7,2020-10-15,success
Riggs-Munoz,2020-12-05,AI,US,4.0,19261855,1,2,2025-03-31,fail
Cunningham-Mooney,2013-04-11,AI,US,7.0,39403068,3,5,2018-08-08,fail
Charles-Jenkins,2022-06-16,AI,India,3.0,16849148,5,2,2025-02-11,fail
"Hardin, Hahn and Jackson",2021-12-28,E-Commerce,Germany,1.0,12367309,1,2,2025-03-31,fail
"Reyes, Gonzalez and Hill",2015-08-06,SaaS,Canada,4.0,20415972,2,4,2025-03-31,fail
Clark-Cunningham,2014-12-08,SaaS,US,2.0,23952135,5,3,2023-10-19,fail
Jones and Sons,2016-05-08,FinTech,India,2.0,22400627,2,4,2020-06-18,fail
Baker Group,2022-08-31,HealthTech,Germany,0.0,4484990,2,3,2025-03-31,fail
Gutierrez LLC,2013-05-23,HealthTech,US,3.0,19441269,4,4,2023-01-01,fail
Vasquez LLC,2021-06-16,FinTech,US,9.0,33482086,7,5,,fail
"Bautista, Avila and Fletcher",2018-05-31,AI,Canada,7.0,28643232,2,4,2023-07-20,fail
Mcdaniel-Paul,2014-06-18,E-Commerce,US,4.0,18634665,1,4,2020-08-23,fail
Miller-Dominguez,2012-02-14,HealthTech,UK,10.0,25083141,3,4,2016-03-20,success
Richards-Ryan,2010-07-05,E-Commerce,UK,12.0,16187958,2,3,2014-01-12,fail
Rice Ltd,2016-11-07,E-Commerce,US,1.0,15928910,5,4,2018-02-23,fail
"Smith, Brown and Guerrero",2019-01-09,,US,14.0,26871106,4,6,2025-03-31,success
Young-Smith,2010-02-08,AI,US,2.0,20159893,5,5,2013-10-11,success
Wood-Brock,2012-04-07,SaaS,Germany,2.0,11643797,7,2,2021-01-19,success
Lewis-Robertson,2014-07-29,E-Commerce,Canada,2.0,13129224,2,5,2018-01-16,fail
Andersen-Scott,2020-10-29,Biotech,US,17.0,38064732,3,5,2025-03-31,fail
Parks Group,2013-02-02,AI,US,3.0,34834652,4,6,2015-03-02,success
Pierce-Brown,2021-02-23,AI,Singapore,23.0,35894926,3,8,2025-03-31,success
"Barron, Robinson and Green",2016-08-08,FinTech,Canada,13.0,28904622,2,7,2020-06-02,fail
Ramos-Murray,2021-12-13,FinTech,Germany,1.0,16539605,1,5,2023-02-08,fail
Johnson LLC,2016-02-23,E-Commerce,Israel,12.0,24743918,3,6,2020-10-28,success
Garrison-Martin,2013-03-15,E-Commerce,Israel,4.0,16595392,7,2,2020-09-03,fail
Boyer-Hubbard,2019-12-25,E-Commerce,Singapore,4.0,15098605,6,4,2025-03-31,success
Chandler-Morgan,2015-11-03,E-Commerce,US,1.0,18441768,6,3,2018-05-22,success
Deleon-Baker,2021-09-04,E-Commerce,US,13.0,18805044,4,4,2025-03-31,fail
"Stark, Vasquez and Griffin",2017-02-14,AI,UK,2.0,26129247,3,5,2023-02-21,fail
Brady-Rodgers,2021-07-14,AI,Singapore,4.0,35359393,2,7,2025-03-31,success
"Goodwin, Clark and Briggs",2021-06-07,Biotech,UK,4.0,34979347,8,8,2025-03-31,success
"Gilbert, Nguyen and Lane",2021-07-25,SaaS,US,4.0,17915814,4,3,2025-03-31,fail
"Young, Dougherty and Gutierrez",2021-03-04,AI,Canada,4.0,46426480,5,6,2025-03-31,fail
Hill PLC,2018-01-12,AI,US,8.0,29092583,6,9,2024-02-22,success
"Roberts, Ramirez and Stewart",2020-01-11,SaaS,Israel,6.0,14367724,1,4,2023-12-30,fail
"Barnes, Bean and Hines",2018-11-21,AI,US,1.0,26116971,1,2,2023-07-26,success
"Trujillo, Kelly and Hensley",2022-12-17,Biotech,US,4.0,15737184,5,3,,fail
Carey-Hamilton,2022-04-01,EdTech,UK,2.0,10339181,2,1,2025-03-31,success
Bates-Cunningham,2011-02-25,HealthTech,India,3.0,23309272,1,6,2014-10-09,success
"Martin, Garcia and Brown",2013-04-25,E-Commerce,US,11.0,20648537,2,3,2014-11-16,success
Johnson-Jones,2010-03-07,Gaming,US,6.0,11559136,6,2,2013-09-29,success
"Nunez, Bennett and Clark",2012-10-15,EdTech,Israel,13.0,9429147,5,3,2022-04-12,fail
"Bryant, Mendoza and Scott",2022-02-08,E-Commerce,US,2.0,11611062,3,2,2025-03-31,fail
Morales-Weiss,2021-02-10,E-Commerce,US,0.0,16244945,8,3,2024-03-08,fail
Saunders-Rogers,2021-11-11,E-Commerce,US,4.0,16928085,1,2,2025-03-31,fail
Morales-Zuniga,2017-01-04,E-Commerce,Germany,1.0,15734301,8,4,2019-03-30,fail
"Hernandez, Shaffer and Winters",2019-08-11,HealthTech,UK,2.0,16650902,2,4,2022-08-23,fail
"Ellis, Hoffman and Young",2015-12-23,EdTech,US,9.0,15922213,5,10,2020-11-10,fail
May Group,2014-01-14,FinTech,US,3.0,15872308,1,2,2022-12-20,fail
"Lam, Smith and Kim",2013-02-04,AI,Canada,,35598956,5,4,2020-05-15,success
"Ruiz, Patton and Gould",2022-05-03,E-Commerce,US,1.0,9021367,1,7,2025-03-31,fail
Campbell and Sons,2020-08-24,AI,Israel,4.0,30486906,2,5,2025-03-31,fail
Murray PLC,2020-12-24,FinTech,UK,2.0,9754367,1,4,2025-03-31,fail
Garcia-Allen,2020-05-05,Biotech,India,1.0,25031802,4,5,2025-03-31,fail
"Payne, Watson and Navarro",2010-09-22,AI,Israel,6.0,22847930,4,5,2020-02-09,fail
"Rios, Goodwin and Simmons",2013-01-02,Gaming,US,,12152245,1,3,2015-03-14,fail
Hall-Holmes,2011-10-18,E-Commerce,UK,1.0,9887031,3,2,2020-10-12,fail
Graham Ltd,2010-10-29,SaaS,US,2.0,15544385,3,3,2019-03-24,fail
Skinner-Duke,2015-12-10,FinTech,India,6.0,21572000,3,5,2020-04-01,fail
